,index,Customer ID,Gender,Age,Income (USD/Month),Transaction ID,Payment_Mode
13607,217169,14033,Female,20,13481,10069157,Card
13608,217172,14035,Female,22,9581,10245934,Card
13609,217175,14036,Female,47,14149,10125135,Cash
13610,217177,14037,Female,40,3919,10437569,Cash
13611,217181,14038,Male,61,19059,10171374,Cash
13612,217182,14040,Male,28,4690,10399071,Cash
13613,217184,14041,Male,29,8589,10416990,Card
13614,217186,14042,Male,26,20441,10217887,Card
13615,217189,14043,Female,34,7090,10380701,Card
13616,217191,14044,Male,63,9897,10205164,Cash
13617,217192,14045,Male,61,13822,10029439,Card
13618,217195,14046,Male,26,30706,10291234,Card
13619,217197,14047,Female,35,5553,10211638,Cash
13620,217202,14048,Female,35,7705,10201939,Cash
13621,217206,14049,Male,24,11496,10010639,Card
13622,217209,14050,Female,30,23273,10135140,Card
13623,217215,14051,Male,25,2544,10173788,Card
13624,217217,14052,Male,51,5663,10051312,Cash
13625,217222,14053,Female,27,2000,10350088,Card
13626,217225,14054,Male,18,2443,10403118,Cash
13627,217227,14055,Female,38,9932,10385568,Card
13628,217229,14056,Male,29,11716,10160833,Card
13629,217235,14057,Male,26,16512,10375074,Card
13630,217239,14058,Male,22,18227,10197239,Card
13631,217241,14059,Male,26,15196,10095979,Card
13632,217243,14060,Male,51,5996,10101569,Cash
13633,217245,14061,Male,21,20033,10046837,Card
13634,217250,14062,Female,25,12773,10173792,Card
13635,217253,14064,Male,39,13679,10228900,Card
13636,217255,14065,Female,38,20023,10066625,Card
13637,217257,14066,Female,26,16698,10420840,Cash
13638,217263,14067,Female,28,18398,10032237,Card
13639,217271,14068,Female,62,12943,10400582,Card
13640,217273,14069,Female,20,16026,10425191,Cash
13641,217277,14070,Male,23,3562,10377202,Cash
13642,217281,14071,Male,18,20404,10230234,Cash
13643,217284,14072,Male,59,16520,10221406,Card
13644,217286,14073,Female,44,23173,10174568,Card
13645,217287,14074,Male,21,23996,10016211,Cash
13646,217288,14075,Male,50,4609,10101540,Card
13647,217292,14076,Female,40,6315,10248473,Cash
13648,217297,14077,Male,37,11023,10041016,Card
13649,217300,14078,Male,31,24813,10439810,Card
13650,217303,14079,Male,39,2835,10137711,Card
13651,217308,14080,Female,37,9371,10087656,Card
13652,217309,14081,Male,35,6942,10377207,Card
13653,217310,14082,Male,27,2396,10214700,Card
13654,217312,14083,Male,45,7879,10271230,Card
13655,217316,14084,Female,63,9432,10125122,Card
13656,217320,14085,Male,21,22665,10256982,Card
13657,217322,14086,Male,39,7770,10005387,Cash
13658,217324,14087,Female,25,18329,10176175,Cash
13659,217327,14088,Male,54,15099,10075178,Card
13660,217329,14089,Male,31,11827,10242081,Cash
13661,217331,14090,Male,30,6683,10359371,Cash
13662,217333,14091,Female,48,3966,10188450,Card
13663,217335,14092,Male,21,20042,10003095,Cash
13664,217336,14093,Male,21,24042,10276200,Cash
13665,217340,14094,Female,37,19701,10334069,Cash
13666,217342,14095,Male,38,4636,10437567,Cash
13667,217347,14097,Male,26,22363,10091060,Card
13668,217352,14098,Male,25,11272,10101570,Card
13669,217353,14099,Female,19,13574,10316176,Cash
13670,217355,14100,Female,23,24240,10050004,Cash
13671,217357,14101,Male,27,21047,10236639,Cash
13672,217363,14102,Male,24,6943,10252734,Cash
13673,217365,14103,Male,24,13487,10407149,Cash
13674,217369,14105,Female,28,5251,10166850,Cash
13675,217371,14106,Female,36,4274,10387833,Card
13676,217373,14107,Female,65,14267,10171394,Cash
13677,217376,14108,Male,31,3468,10196269,Card
13678,217380,14109,Male,19,18203,10391508,Card
13679,217383,14110,Male,53,12744,10168972,Cash
13680,217388,14111,Female,19,6938,10123632,Cash
13681,217391,14113,Male,27,12841,10313342,Card
13682,217394,14114,Male,27,17354,10387809,Cash
13683,217398,14115,Female,33,6850,10387815,Card
13684,217402,14116,Male,51,11096,10066637,Cash
13685,217403,14117,Female,25,32244,10252759,Cash
13686,217405,14118,Male,61,4083,10085736,Card
13687,217411,14119,Female,40,4796,10399088,Card
13688,217419,14120,Male,27,6041,10329294,Cash
13689,217423,14121,Male,23,9886,10420849,Card
13690,217424,14122,Female,38,16629,10248453,Card
13691,217428,14123,Male,45,12459,10127729,Card
13692,217432,14124,Female,34,10551,10288953,Card
13693,217435,14125,Male,56,28030,10395283,Cash
13694,217439,14126,Female,38,25475,10166832,Card
13695,217440,14128,Female,26,16839,10234074,Cash
13696,217442,14130,Male,27,14178,10261207,Card
13697,217445,14131,Female,34,7618,10058848,Card
13698,217448,14132,Male,35,12134,10067565,Card
13699,217450,14133,Male,22,33498,10425208,Card
13700,217452,14134,Female,22,34553,10232676,Card
13701,217454,14136,Male,39,24746,10340300,Card
13702,217458,14137,Female,59,5416,10395284,Cash
13703,217461,14138,Male,54,7676,10003098,Card
13704,217465,14139,Male,63,15023,10434021,Cash
13705,217466,14140,Male,20,20207,10423542,Card
13706,217469,14141,Male,35,15411,10076272,Cash
13707,217471,14142,Female,38,16681,10069186,Cash
13708,217473,14143,Female,24,29365,10403115,Card
13709,217478,14144,Male,60,2539,10024412,Card
13710,217481,14145,Male,51,18813,10423570,Cash
13711,217482,14146,Female,59,23801,10084588,Card
13712,217488,14147,Female,34,12714,10021816,Card
13713,217490,14149,Male,57,15486,10254327,Card
13714,217492,14150,Female,25,21039,10346015,Cash
13715,217494,14151,Male,38,30493,10245931,Card
13716,217496,14152,Female,29,4550,10066628,Cash
13717,217498,14153,Male,34,11548,10033595,Cash
13718,217500,14154,Female,28,2481,10071968,Card
13719,217507,14155,Male,56,14616,10134438,Card
13720,217510,14157,Female,21,15818,10215934,Card
13721,217515,14158,Female,49,17325,10396691,Card
13722,217519,14159,Female,36,4989,10225233,Card
13723,217523,14160,Male,23,18132,10240484,Card
13724,217525,14161,Male,53,19048,10370445,Cash
13725,217526,14162,Female,27,18215,10396690,Cash
13726,217532,14164,Male,27,2375,10291247,Cash
13727,217535,14165,Female,23,6236,10320443,Cash
13728,217536,14166,Male,47,21457,10371709,Card
13729,217538,14167,Female,34,12898,10205139,Cash
13730,217541,14168,Male,39,5853,10115882,Cash
13731,217542,14169,Female,31,14986,10384251,Card
13732,217547,14170,Female,57,17319,10359385,Card
13733,217549,14171,Female,52,8297,10058876,Card
13734,217552,14172,Female,41,18499,10252721,Cash
13735,217553,14173,Male,18,28328,10127715,Cash
13736,217554,14174,Male,21,25154,10162285,Cash
13737,217555,14175,Female,19,21689,10334070,Card
13738,217556,14176,Male,19,27901,10314051,Card
13739,217558,14177,Male,37,5534,10371713,Card
13740,217560,14178,Female,33,22394,10356584,Card
13741,217563,14179,Female,19,24712,10038021,Cash
13742,217568,14180,Female,40,16805,10346010,Cash
13743,217573,14181,Female,50,21733,10411269,Card
13744,217575,14182,Male,21,23174,10030099,Card
13745,217582,14183,Male,34,2359,10206279,Cash
13746,217583,14184,Male,20,13627,10242084,Cash
13747,217584,14185,Female,43,24089,10215928,Card
13748,217590,14186,Male,35,19127,10296617,Card
13749,217593,14187,Male,56,9859,10153480,Card
13750,217594,14188,Male,21,15102,10168954,Card
13751,217596,14189,Female,30,4877,10071966,Cash
13752,217603,14190,Female,21,26351,10201938,Cash
13753,217604,14191,Male,48,13279,10423547,Cash
13754,217606,14192,Female,28,4030,10041017,Card
13755,217611,14193,Male,31,27116,10001255,Cash
13756,217614,14194,Male,34,17052,10437546,Cash
13757,217616,14195,Male,35,13321,10331669,Card
13758,217619,14196,Male,22,4471,10131198,Card
13759,217624,14197,Male,24,18539,10323933,Cash
13760,217625,14198,Male,19,7635,10221407,Card
13761,217627,14199,Male,22,12576,10143000,Cash
13762,217629,14200,Male,36,9664,10061354,Card
13763,217632,14201,Female,27,2540,10027462,Card
13764,217635,14202,Male,45,2333,10132312,Cash
13765,217637,14203,Male,61,6674,10391473,Card
13766,217640,14204,Male,18,9893,10234106,Cash
13767,217642,14205,Male,65,18726,10003099,Cash
13768,217647,14206,Male,60,12344,10132302,Card
13769,217652,14207,Male,63,11430,10156329,Cash
13770,217657,14208,Female,24,2624,10285311,Card
13771,217659,14209,Male,34,24971,10044705,Card
13772,217661,14210,Male,55,5700,10125131,Card
13773,217664,14211,Male,31,12312,10416962,Card
13774,217666,14212,Male,33,12929,10079343,Cash
13775,217671,14213,Male,24,3417,10105213,Card
13776,217673,14214,Female,28,22345,10123658,Cash
13777,217676,14215,Male,30,9533,10136755,Cash
13778,217679,14216,Male,33,2046,10399066,Cash
13779,217683,14217,Male,47,12787,10419350,Card
13780,217685,14218,Female,25,13650,10364308,Card
13781,217687,14219,Female,36,31415,10214717,Card
13782,217694,14221,Female,29,5234,10269699,Card
13783,217697,14222,Female,48,8886,10411256,Card
13784,217702,14223,Female,29,22460,10328478,Cash
13785,217705,14224,Female,37,5855,10334079,Card
13786,217709,14225,Female,24,7605,10069168,Card
13787,217711,14226,Female,26,10745,10341188,Cash
13788,217714,14227,Male,33,3655,10342706,Card
13789,217716,14228,Male,54,5966,10419314,Card
13790,217720,14229,Female,57,19303,10008828,Cash
13791,217722,14230,Female,28,2176,10127751,Card
13792,217725,14231,Male,19,20242,10416987,Cash
13793,217734,14232,Male,35,19120,10018748,Cash
13794,217739,14233,Male,29,20848,10248472,Card
13795,217741,14234,Male,53,31102,10110104,Card
13796,217742,14235,Male,23,30434,10011266,Cash
13797,217748,14236,Male,48,5786,10411252,Card
13798,217749,14237,Female,61,18859,10125105,Card
13799,217753,14238,Male,26,7243,10279281,Card
13800,217755,14239,Female,24,18335,10141072,Card
13801,217759,14240,Female,22,8264,10345139,Card
13802,217760,14242,Female,51,24172,10064934,Card
13803,217766,14243,Male,56,18087,10081369,Card
13804,217770,14244,Female,21,8582,10335524,Card
13805,217773,14245,Female,47,9320,10201946,Card
13806,217776,14246,Female,22,17859,10319736,Card
13807,217778,14247,Male,22,14686,10371725,Card
13808,217779,14248,Female,28,21319,10378500,Card
13809,217782,14250,Male,42,15055,10336412,Cash
13810,217784,14251,Male,34,33930,10287704,Card
13811,217786,14252,Male,47,19511,10368480,Card
13812,217787,14253,Female,38,14475,10396694,Card
13813,217790,14254,Male,30,5426,10375075,Cash
13814,217794,14255,Female,40,21837,10371702,Cash
13815,217798,14256,Female,34,3492,10092419,Card
13816,217800,14258,Male,54,24120,10057177,Card
13817,217802,14259,Male,53,18702,10194529,Cash
13818,217804,14260,Male,54,29579,10200055,Cash
13819,217809,14261,Male,44,13132,10362411,Card
13820,217814,14262,Male,30,34640,10221381,Cash
13821,217816,14263,Male,37,28972,10232692,Card
13822,217818,14264,Male,55,18358,10222807,Cash
13823,217820,14265,Male,36,13744,10439802,Cash
13824,217823,14267,Female,20,29367,10042489,Cash
13825,217830,14269,Female,23,20471,10232708,Card
13826,217832,14270,Male,24,3024,10157732,Card
13827,217834,14271,Female,28,4098,10242089,Card
13828,217836,14272,Female,24,4171,10232695,Cash
13829,217840,14273,Male,38,5204,10177121,Cash
13830,217843,14274,Female,35,17514,10261221,Cash
13831,217847,14276,Male,35,15668,10019960,Card
13832,217850,14278,Male,57,17193,10108826,Card
13833,217851,14279,Female,36,10208,10292856,Cash
13834,217855,14280,Female,39,8842,10117282,Card
13835,217863,14281,Male,38,12153,10384243,Card
13836,217865,14282,Male,28,32136,10373832,Cash
13837,217871,14283,Male,26,11677,10117288,Cash
13838,217873,14284,Male,58,3569,10291907,Card
13839,217874,14285,Female,27,12755,10416952,Card
13840,217875,14286,Male,37,9300,10205162,Cash
13841,217876,14287,Female,24,9787,10355563,Card
13842,217877,14288,Female,23,29686,10423576,Card
13843,217878,14289,Male,36,7203,10042476,Card
13844,217880,14290,Male,22,15248,10001251,Card
13845,217884,14291,Male,28,7594,10043295,Cash
13846,217886,14293,Male,29,22190,10212730,Cash
13847,217888,14294,Female,33,2833,10211651,Card
13848,217891,14295,Female,22,7498,10084594,Cash
13849,217895,14296,Male,27,18367,10041031,Card
13850,217897,14297,Male,23,3965,10215954,Cash
13851,217899,14298,Female,32,3072,10209499,Cash
13852,217902,14299,Female,22,28213,10373826,Cash
13853,217903,14300,Male,30,10486,10066626,Card
13854,217904,14301,Female,28,6023,10112310,Card
13855,217905,14302,Male,33,10753,10299334,Card
13856,217906,14303,Male,57,26983,10330794,Cash
13857,217907,14304,Female,29,3253,10028109,Cash
13858,217909,14305,Male,21,11053,10309222,Cash
13859,217912,14306,Female,38,21499,10291241,Cash
13860,217914,14307,Female,22,31588,10059731,Cash
13861,217918,14308,Male,23,11142,10132319,Card
13862,217920,14309,Female,57,17377,10258508,Cash
13863,217923,14310,Female,32,19679,10267146,Card
13864,217928,14311,Female,20,18511,10415492,Cash
13865,217929,14312,Male,30,33126,10168974,Cash
13866,217930,14313,Male,23,6745,10134472,Card
13867,217932,14314,Male,32,6991,10078136,Cash
13868,217936,14315,Female,40,5237,10129046,Card
13869,217940,14316,Female,28,22064,10179684,Cash
13870,217945,14317,Male,39,4425,10160830,Card
13871,217949,14318,Female,29,23664,10324697,Card
13872,217951,14319,Male,18,11023,10169781,Card
13873,217953,14320,Female,29,4137,10087681,Cash
13874,217955,14321,Male,43,11692,10261242,Cash
13875,217956,14322,Female,24,19130,10014252,Card
13876,217959,14323,Male,28,18978,10182065,Card
13877,217961,14324,Male,29,20407,10265742,Card
13878,217964,14325,Female,54,16156,10189363,Card
13879,217965,14326,Female,25,12262,10008827,Cash
13880,217967,14327,Female,43,23140,10240493,Card
13881,217970,14328,Male,27,7800,10245926,Card
13882,217971,14329,Female,35,15770,10191096,Cash
13883,217975,14330,Male,28,19268,10033608,Card
13884,217977,14331,Female,39,24983,10333223,Card
13885,217984,14332,Female,61,3644,10079347,Cash
13886,217985,14333,Male,35,15938,10287700,Card
13887,217986,14334,Male,27,5936,10082548,Card
13888,217989,14335,Female,31,18141,10019951,Cash
13889,217993,14336,Male,27,7807,10392907,Card
13890,217995,14337,Male,34,5786,10095970,Card
13891,217998,14338,Female,21,24945,10052186,Card
13892,218001,14339,Female,35,20893,10395294,Card
13893,218004,14340,Male,42,5484,10000365,Cash
13894,218009,14341,Female,58,16252,10412817,Cash
13895,218012,14342,Female,23,3133,10186932,Card
13896,218017,14343,Female,48,24242,10395289,Card
13897,218020,14344,Female,28,18441,10315420,Card
13898,218024,14345,Female,19,15324,10389159,Card
13899,218027,14346,Male,38,6632,10186081,Card
13900,218028,14347,Male,21,24860,10365370,Card
13901,218030,14348,Male,57,20163,10171389,Cash
13902,218031,14349,Female,49,18031,10193494,Card
13903,218033,14350,Male,42,21143,10350097,Card
13904,218036,14351,Male,49,10285,10432671,Card
13905,218037,14352,Male,28,13640,10169785,Cash
13906,218038,14353,Male,39,6376,10350098,Card
13907,218042,14354,Female,24,21823,10359386,Cash
13908,218044,14355,Male,41,12975,10205149,Cash
13909,218046,14356,Male,26,9296,10248445,Card
13910,218048,14357,Male,42,31193,10012384,Card
13911,218053,14359,Female,31,12881,10249922,Cash
13912,218055,14360,Male,21,7808,10003096,Card
13913,218058,14361,Male,22,2346,10179678,Card
13914,218062,14362,Male,59,7874,10059718,Cash
13915,218067,14363,Male,39,15715,10375095,Cash
13916,218069,14364,Female,30,15124,10123649,Cash
13917,218070,14365,Male,32,11642,10432677,Card
13918,218072,14366,Female,39,24810,10141654,Cash
13919,218075,14367,Female,25,16118,10027466,Card
13920,218081,14368,Male,35,21705,10359375,Cash
13921,218083,14369,Female,61,23707,10384250,Cash
13922,218084,14370,Male,24,14731,10152030,Card
13923,218085,14371,Male,31,9359,10297541,Card
13924,218086,14372,Female,59,7635,10271211,Card
13925,218089,14373,Female,65,17245,10157740,Card
13926,218092,14374,Female,38,21978,10387826,Card
13927,218093,14375,Male,40,21392,10350106,Cash
13928,218095,14376,Female,61,2589,10110129,Card
13929,218096,14377,Female,18,24370,10436326,Card
13930,218104,14378,Female,61,24252,10225223,Cash
13931,218111,14379,Female,59,14305,10038022,Card
13932,218113,14380,Male,27,7636,10428053,Cash
13933,218116,14381,Female,46,19610,10215956,Cash
13934,218117,14382,Female,60,2613,10434035,Cash
13935,218121,14383,Male,26,8254,10318320,Card
13936,218123,14384,Male,60,23333,10309232,Cash
13937,218127,14385,Male,40,4293,10117270,Card
13938,218131,14386,Male,31,14073,10110108,Card
13939,218136,14387,Male,52,8617,10059730,Cash
13940,218141,14388,Male,35,4846,10420819,Card
13941,218143,14389,Male,31,5274,10058853,Cash
13942,218146,14390,Female,38,13000,10416960,Card
13943,218150,14391,Female,20,11722,10092426,Card
13944,218152,14392,Female,42,19051,10292867,Cash
13945,218153,14393,Male,20,13341,10317619,Cash
13946,218155,14394,Male,47,14652,10084627,Card
13947,218159,14395,Male,30,22237,10049178,Cash
13948,218161,14396,Male,22,12655,10094627,Cash
13949,218163,14397,Female,51,30698,10346004,Cash
13950,218169,14398,Male,21,3784,10416985,Cash
13951,218171,14399,Female,22,4054,10267124,Cash
13952,218173,14400,Male,25,15631,10283943,Card
13953,218176,14401,Female,25,23146,10134462,Card
13954,218177,14402,Female,31,8724,10271206,Card
13955,218181,14403,Male,21,34903,10267169,Card
13956,218182,14404,Male,31,19196,10236629,Card
13957,218186,14405,Male,60,24468,10053666,Card
13958,218187,14406,Male,55,15324,10258496,Card
13959,218189,14407,Female,33,25000,10094658,Cash
13960,218195,14408,Female,58,19705,10066617,Card
13961,218197,14409,Female,18,19821,10042490,Card
13962,218199,14410,Male,43,3101,10178835,Card
13963,218202,14411,Female,35,11987,10408680,Card
13964,218205,14412,Male,43,2275,10356574,Cash
13965,218207,14413,Male,18,24449,10330804,Cash
13966,218210,14414,Female,26,9786,10318323,Cash
13967,218212,14415,Male,24,16097,10370467,Cash
13968,218219,14416,Male,22,24706,10200051,Card
13969,218222,14417,Male,30,10404,10261226,Cash
13970,218223,14418,Female,31,14002,10228906,Cash
13971,218224,14419,Female,59,7857,10283936,Card
13972,218226,14420,Male,23,18620,10160037,Card
13973,218229,14421,Female,60,15693,10254331,Cash
13974,218231,14422,Female,19,2312,10189356,Cash
13975,218232,14424,Female,21,23239,10389168,Cash
13976,218233,14425,Female,38,22641,10217883,Card
13977,218234,14426,Male,24,15969,10063899,Cash
13978,218237,14427,Male,20,11086,10313336,Cash
13979,218239,14428,Female,18,23654,10069158,Card
13980,218243,14429,Female,18,9695,10351081,Cash
13981,218249,14430,Female,22,15302,10367320,Cash
13982,218251,14431,Female,26,4831,10102897,Card
13983,218255,14432,Male,35,21425,10432633,Card
13984,218259,14433,Male,31,11717,10215931,Cash
13985,218260,14434,Male,34,9302,10147104,Cash
13986,218263,14435,Male,44,10062,10105214,Card
13987,218264,14436,Male,18,24061,10385579,Cash
13988,218266,14437,Male,30,17070,10236645,Card
13989,218270,14438,Female,20,13903,10186930,Card
13990,218271,14439,Male,36,10448,10162288,Cash
13991,218274,14440,Male,21,24431,10145675,Card
13992,218278,14441,Female,27,8198,10019950,Card
13993,218283,14442,Male,47,7360,10082562,Card
13994,218286,14443,Male,49,22689,10222817,Card
13995,218287,14444,Male,34,25532,10082577,Card
13996,218294,14445,Female,32,31018,10288983,Card
13997,218296,14446,Male,55,13753,10153470,Card
13998,218299,14447,Male,28,22753,10271226,Cash
13999,218303,14448,Male,26,4595,10245913,Cash
14000,218306,14449,Female,24,10182,10085763,Card
14001,218308,14450,Female,36,2281,10403124,Card
14002,218311,14452,Female,44,19098,10232698,Card
14003,218312,14453,Female,28,12489,10212723,Cash
14004,218313,14454,Male,51,10201,10176164,Card
14005,218317,14455,Female,21,5601,10173774,Cash
14006,218319,14456,Male,18,8791,10391471,Card
14007,218322,14457,Male,34,13109,10101541,Cash
14008,218325,14458,Female,60,16049,10160843,Card
14009,218329,14459,Female,18,21630,10258525,Card
14010,218333,14460,Female,18,10702,10291237,Cash
14011,218335,14461,Male,22,14403,10078133,Cash
14012,218340,14462,Male,25,17593,10373819,Cash
14013,218342,14463,Female,43,18377,10117269,Cash
14014,218346,14464,Female,39,24294,10211636,Cash
14015,218347,14465,Male,45,4529,10131208,Card
14016,218349,14466,Female,23,12749,10252741,Card
14017,218351,14467,Female,33,27695,10008835,Cash
14018,218354,14468,Female,18,6494,10099400,Cash
14019,218357,14469,Female,54,4506,10197232,Cash
14020,218358,14470,Male,20,13029,10163018,Card
14021,218361,14471,Female,50,3687,10287712,Card
14022,218364,14472,Female,26,11798,10016208,Card
14023,218365,14473,Male,30,11525,10429715,Card
14024,218371,14474,Female,30,10192,10087668,Cash
14025,218373,14475,Male,38,10843,10434002,Card
14026,218375,14476,Female,39,17271,10321812,Card
14027,218380,14477,Male,48,8446,10244464,Card
14028,218384,14478,Male,40,21803,10301932,Cash
14029,218391,14479,Female,18,18467,10102888,Cash
14030,218392,14480,Female,28,4635,10236632,Cash
14031,218394,14482,Male,22,21269,10075153,Cash
14032,218396,14483,Female,49,10494,10416980,Cash
14033,218397,14484,Female,31,11392,10403099,Cash
14034,218398,14485,Male,41,11183,10059719,Card
14035,218403,14486,Male,52,12693,10196288,Cash
14036,218404,14487,Male,37,11431,10262787,Card
14037,218406,14488,Female,31,21296,10119658,Cash
14038,218411,14489,Female,52,17352,10023755,Cash
14039,218414,14490,Male,33,5728,10361247,Card
14040,218419,14491,Female,20,15060,10217877,Cash
14041,218421,14492,Female,22,22883,10258493,Card
14042,218424,14493,Male,36,16741,10301277,Cash
14043,218427,14494,Male,40,2027,10384242,Card
14044,218430,14495,Male,27,22282,10094632,Card
14045,218434,14496,Female,37,15209,10355588,Card
14046,218436,14497,Male,25,9968,10347465,Card
14047,218439,14498,Female,41,2478,10280985,Card
14048,218443,14499,Male,25,4355,10098159,Card
14049,218446,14500,Male,25,18731,10200056,Card
14050,218449,14501,Female,31,8858,10280976,Card
14051,218452,14502,Male,27,15475,10023760,Card
14052,218453,14503,Male,22,33312,10168970,Card
14053,218457,14504,Male,65,23981,10038010,Cash
14054,218462,14506,Female,23,13753,10392897,Card
14055,218465,14507,Female,33,12740,10412815,Cash
14056,218468,14508,Female,30,4641,10283956,Cash
14057,218471,14509,Male,50,10050,10303217,Card
14058,218476,14510,Male,30,10009,10271221,Cash
14059,218480,14511,Female,40,8100,10238065,Card
14060,218483,14512,Female,22,20575,10197243,Card
14061,218484,14513,Male,62,3892,10271219,Cash
14062,218487,14514,Female,50,18236,10415516,Card
14063,218489,14515,Female,33,9552,10274418,Card
14064,218491,14516,Male,33,12231,10335517,Card
14065,218493,14517,Female,33,29866,10194530,Cash
14066,218498,14518,Female,37,19964,10051297,Card
14067,218501,14520,Female,51,11226,10240460,Cash
14068,218505,14521,Male,35,23485,10370446,Cash
14069,218511,14522,Male,31,8369,10303211,Card
14070,218514,14523,Female,36,7550,10274390,Card
14071,218518,14524,Female,33,10844,10380715,Card
14072,218527,14525,Male,28,23491,10088928,Cash
14073,218530,14526,Male,48,2056,10244466,Card
14074,218533,14527,Female,18,15847,10385587,Cash
14075,218535,14528,Female,36,12241,10407165,Cash
14076,218538,14529,Male,62,14587,10419317,Cash
14077,218539,14530,Male,51,33786,10323930,Cash
14078,218544,14531,Female,35,9150,10045492,Card
14079,218547,14532,Female,46,20509,10088950,Cash
14080,218549,14533,Female,29,3988,10052176,Cash
14081,218555,14534,Male,64,9856,10129057,Card
14082,218556,14535,Male,34,23755,10087682,Card
14083,218559,14536,Female,27,11730,10334066,Cash
14084,218561,14537,Female,35,8265,10056240,Cash
14085,218565,14538,Male,19,13709,10407160,Card
14086,218568,14539,Female,39,17764,10234088,Card
14087,218569,14540,Male,20,3056,10145679,Cash
14088,218571,14541,Male,28,13247,10313333,Card
14089,218573,14542,Female,36,4077,10176171,Card
14090,218574,14543,Male,28,18890,10061355,Cash
14091,218577,14544,Female,43,2178,10375080,Card
14092,218581,14545,Female,24,24843,10087651,Card
14093,218584,14546,Female,27,9271,10162289,Card
14094,218587,14547,Female,38,11019,10057172,Card
14095,218592,14548,Male,27,32447,10299998,Card
14096,218594,14549,Female,65,2468,10052190,Card
14097,218596,14550,Female,21,4952,10021810,Card
14098,218600,14551,Male,25,3498,10415512,Cash
14099,218603,14552,Female,38,24722,10164583,Card
14100,218604,14553,Female,28,16710,10359365,Card
14101,218607,14554,Female,52,2391,10358383,Card
14102,218609,14555,Female,20,15350,10347444,Cash
14103,218611,14556,Female,37,5354,10066623,Card
14104,218615,14557,Male,27,12636,10196265,Cash
14105,218616,14559,Male,32,14205,10375083,Card
14106,218619,14560,Female,20,24941,10412789,Card
14107,218620,14561,Female,51,18754,10236612,Cash
14108,218623,14562,Female,26,2889,10051306,Cash
14109,218628,14563,Male,22,15967,10158511,Card
14110,218634,14564,Male,46,14933,10244485,Card
14111,218641,14565,Male,38,7953,10043293,Card
14112,218645,14566,Female,28,8962,10271223,Card
14113,218650,14569,Female,39,22791,10073105,Cash
14114,218656,14570,Female,25,15235,10375079,Cash
14115,218659,14571,Male,19,11233,10029429,Card
14116,218663,14572,Female,36,29305,10106538,Card
14117,218667,14573,Female,40,24188,10088930,Card
14118,218669,14574,Male,39,7138,10117262,Cash
14119,218671,14575,Female,29,10834,10214691,Card
14120,218674,14577,Female,61,24987,10257015,Cash
14121,218677,14578,Female,23,4276,10196283,Card
14122,218681,14579,Female,28,6907,10034381,Card
14123,218683,14580,Female,20,23899,10238063,Cash
14124,218687,14581,Female,47,2762,10051300,Card
14125,218693,14582,Female,51,14896,10106544,Cash
14126,218696,14583,Female,20,9960,10010644,Card
14127,218699,14584,Male,36,13805,10346013,Card
14128,218701,14585,Male,57,18685,10054606,Cash
14129,218705,14586,Male,20,6022,10076265,Card
14130,218711,14589,Female,43,4234,10029427,Cash
14131,218715,14590,Female,21,25005,10014255,Cash
14132,218723,14591,Female,23,9340,10238073,Card
14133,218727,14592,Female,26,9048,10194523,Card
14134,218730,14593,Female,40,6251,10396682,Card
14135,218733,14594,Female,40,16747,10324704,Card
14136,218736,14595,Female,28,24311,10160836,Cash
14137,218738,14596,Female,58,13782,10362400,Card
14138,218741,14597,Female,25,31987,10382020,Card
14139,218743,14598,Male,40,22563,10291226,Cash
14140,218746,14599,Male,28,8020,10181153,Card
14141,218749,14600,Female,35,10635,10258513,Card
14142,218750,14602,Male,24,18408,10071977,Card
14143,218752,14603,Female,28,3556,10355590,Cash
14144,218757,14604,Male,32,23553,10052193,Card
14145,218761,14605,Male,18,12989,10038786,Card
14146,218764,14606,Female,18,22226,10265737,Card
14147,218766,14607,Female,27,31753,10105199,Cash
14148,218770,14608,Female,27,11759,10036562,Card
14149,218771,14609,Male,20,15017,10359384,Cash
14150,218773,14610,Female,45,12028,10429745,Card
14151,218774,14611,Female,21,15049,10191098,Cash
14152,218779,14613,Male,18,4470,10280973,Cash
14153,218784,14614,Male,23,20765,10283923,Card
14154,218789,14615,Female,23,21278,10314055,Cash
14155,218791,14616,Male,53,3057,10099433,Cash
14156,218794,14617,Male,33,8221,10196268,Cash
14157,218798,14618,Male,22,15737,10392929,Card
14158,218800,14619,Male,24,32368,10399085,Card
14159,218801,14620,Male,27,23513,10094645,Card
14160,218802,14621,Female,26,23742,10010643,Card
14161,218806,14622,Male,38,18009,10368497,Card
14162,218807,14623,Female,37,16592,10432643,Card
14163,218812,14624,Female,21,11110,10085742,Card
14164,218813,14625,Male,37,3237,10115854,Cash
14165,218817,14626,Male,26,15484,10189354,Card
14166,218818,14628,Male,29,31985,10415500,Card
14167,218822,14629,Male,18,6693,10419324,Card
14168,218825,14630,Female,40,15573,10242070,Card
14169,218827,14631,Female,28,13449,10311981,Card
14170,218834,14632,Male,65,24711,10169780,Card
14171,218837,14633,Male,20,5547,10258517,Cash
14172,218838,14634,Female,33,6606,10115877,Card
14173,218840,14635,Female,30,17557,10429739,Cash
14174,218843,14636,Male,28,11852,10352821,Cash
14175,218844,14637,Male,23,24372,10395253,Card
14176,218848,14638,Female,36,17561,10301261,Cash
14177,218850,14640,Male,33,20881,10182060,Card
